Episode,Reward
0,2.75139295940154
1,0.12999928524524113
2,4.396612830151549
3,1.4175241541697814
4,3.3815189333567823
5,1.7057345520511422
6,6.094834513588031
7,0.2160714484528265
8,3.574489836449856
9,0.6065399417804729
10,1.7690897092710691
11,0.6055636558824495
12,0.3888048664535678
13,0.8469894894221844
14,1.954005865446935
15,3.6735861461939043
16,0.21630279352221832
17,4.860414460726357
18,0.274392591118558
19,1.326905192257501
20,1.0175586425309047
21,0.19067616374089127
22,0.31315024498850985
23,3.0337998003670252
24,0.2573113812194193
25,0.3215538383605154
26,2.697062972026478
27,4.7616994420334615
28,0.09440448907780696
29,26.290037869515743
30,1.4618738568413758
31,0.30382944711785653
32,5.554372414177727
33,0.8319343982477307
34,2.0105529310848254
35,4.149209252775127
36,0.3488105846482618
37,0.5815137740048636
38,3.389179605717738
39,0.2534476506417208
40,6.070415196000253
41,0.41907272691002084
42,0.8731458797303919
43,1.4532542157442776
44,1.5959498129545455
45,1.1098816208229167
46,1.20292254247876
47,1.1503340137887281
48,2.6357217837778943
49,2.4729891417422802
50,0.28609964415774564
51,2.754155767033386
52,0.6461562533717116
53,0.8057952444431589
54,4.4127822361078985
55,1.9551482451877251
56,0.38362663771571986
57,0.5008621514491491
58,0.705101573025825
59,1.8760579256815595
60,0.3244174862128525
61,0.2071284535724971
62,3.4418462869671593
63,5.023676817395362
64,5.442798990413739
65,1.8617476903880155
66,3.106425618092938
67,0.15981854407408697
68,0.4527916624310736
69,1.033578813606082
70,0.5616784561580368
71,0.2669125376753182
72,2.4103497859855736
73,0.6247228451431004
74,0.2002722933604671
75,20.7991571837332
76,4.404508316404609
77,1.102838085263746
78,4.153070700548398
79,0.16169659138431483
80,5.897558264394921
81,0.33031633523398707
82,0.7760553523465256
83,0.9256368849675363
84,0.836321435371037
85,7.055821899043977
86,0.2713943911537592
87,3.407369990518155
88,1.6599718660737293
89,0.5599780509174246
90,7.3483595474821
91,0.404620272572405
92,0.633503229491867
93,5.662296490689775
94,1.4764504694414042
95,0.3376217030913937
96,1.6705228811306316
97,3.0797194087145923
98,1.7021243319449968
99,0.24419696251839454
100,0.42313877902632885
101,0.3993093407611813
102,7.377304205129924
103,1.5328175985733419
104,2.6069650524076304
105,1.3664018363149628
106,1.128093859586222
107,0.26675232545739713
108,0.2486417953747185
109,0.2666261401639811
110,0.9269980987649691
111,0.13004702961972436
112,1.1416021390608593
113,2.3715607496685926
114,2.567080048011916
115,0.89652340437047
116,0.0978092029569104
117,5.444131724705888
118,2.2350530278709457
119,4.269774854627214
120,1.1300475875789344
121,0.9843352093726212
122,5.698391960232458
123,0.1520232160716663
124,1.3589223704885602
125,1.9627858523492954
126,0.7852929692675191
127,5.569393994317467
128,0.31754606363780535
129,0.8688689234834204
130,0.7227671812312291
131,0.5762207544630894
132,1.2126625818812364
133,0.3146142311099905
134,0.26671911167496465
135,0.2356970904002859
136,0.18651829546774398
137,3.9975735991286894
138,1.269030078562812
139,0.5058638451878879
140,1.3408898501460347
141,0.21329554916865257
142,5.434926791678303
143,0.5277155361134217
144,1.1247727211835885
145,1.1114189137407193
146,0.2884585094777593
147,1.7709615479820178
148,8.645746156406105
149,2.2403270917986084
150,0.7544576461840737
151,0.31639747666392526
152,0.25939096842587567
153,2.636163614781757
154,4.4535734700651
155,0.1362727110941106
156,0.3528296106338961
157,1.6218630114175672
158,0.5492949912282986
159,0.3689136908485429
160,1.518467836857278
161,4.454359669221466
162,2.612566060109252
163,1.120264074376744
164,2.6251037524783287
165,4.5655785923043695
166,4.824419121573898
167,0.34935172405759995
168,3.356578258867979
169,2.3470959372301587
170,1.2373172428576484
171,0.3819849044654423
172,0.6208958085143013
173,6.178349886166465
174,5.1480540022471235
175,0.6164998080578469
176,11.112128172913078
177,0.19894697121224542
178,5.5915969103983905
179,2.350829841122609
180,0.45803355542438956
181,1.4338942318851018
182,0.26456898299547377
183,1.6774835357803162
184,2.1744712530002412
185,1.172237743339428
186,1.9710482675036012
187,1.9858066441511095
188,0.4861534826737024
189,0.2823375755468133
190,0.7570483485043835
191,2.188711431257937
192,0.6936796010590303
193,7.4324689261142645
194,0.44471177516768773
195,2.333310217339459
196,2.572009267734333
197,2.1200550610737885
198,0.0848781104400799
199,4.134424935059585
200,11.89149003029629
201,1.4235489235191006
202,0.4820750920045512
203,3.3596580419453193
204,1.3863299454267657
205,6.808090841123841
206,3.499260775600491
207,0.07855381968721498
208,1.8853508175131433
209,0.09935532108144302
210,1.2549952524718817
211,0.7141859547511622
212,1.3435676455711065
213,8.542914114263029
214,1.629108648845659
215,0.5540288279283168
216,0.7519762322729631
217,2.929576656831316
218,0.5068203639564047
219,1.023506269100244
220,0.5719020312868615
221,1.1056425326445072
222,2.206823339977219
223,1.3043484901292621
224,0.9422498879926289
225,0.11523138686371426
226,4.458329111653392
227,0.8277747201101349
228,1.9190666812753996
229,1.1175229647125853
230,0.6789861840635188
231,0.7198574399267612
232,2.9441138946986665
233,1.2023774390064719
234,0.4005509346743752
235,3.0445750877179387
236,0.14101660962735463
237,4.378442964406481
238,0.18956617775893936
239,1.5071309414735834
240,0.7281949563502281
241,3.261092931772328
242,1.5350394271340608
243,0.7242897807293958
244,0.1848086966416938
245,0.8394533963538272
246,1.1496148047082415
247,3.4376357374870916
248,0.5849694421486642
249,0.46982210913231753
250,2.106093378877282
251,1.3294144509508692
252,0.5027586060687823
253,1.3709979059764101
254,0.3682712396306642
255,0.7192220470319961
256,0.8553446509844735
257,1.055836160695212
258,4.3243221689596245
259,1.2971383745218372
260,0.18667247426623934
261,0.3549852973166685
262,1.5677868025891095
263,0.7887560637882077
264,2.201000602675712
265,0.13688019080079
266,0.47267840128704264
267,1.0079926937535948
268,0.08802784455065152
269,1.0167655471447232
270,1.4540423047835334
271,4.163176414060739
272,0.28564366512187195
273,2.766601177314405
274,3.1841824044846456
275,0.8657274052623515
276,1.9291443991518407
277,7.906805535202457
278,2.386130290807417
279,5.664499716917463
280,0.4108257503673514
281,1.328559656668991
282,0.7635605776619598
283,0.6256933878409745
284,4.127196853052487
285,1.7923165777917631
286,0.17808076770009357
287,0.08278573668462924
288,0.5495836860833012
289,0.15234400557520034
290,4.291819589562942
291,0.5709935332593051
292,0.1375709618867223
293,1.2717813034024497
294,1.39744515630953
295,2.453525048844658
296,0.519376721499472
297,2.2195665880155326
298,0.33759414780092395
299,0.4062243235110599
300,0.6759805938502638
301,0.5681247853929838
302,1.6441767843619794
303,0.8988915624046303
304,0.5382390093774005
305,1.1075583415989807
306,1.0715421704570323
307,1.8261225190747907
308,7.807533151612571
309,2.420592422425873
310,0.3454688391653924
311,1.0469801980079565
312,1.4519474092790223
313,1.068068412743335
314,0.7050826951630035
315,1.9057360828813503
316,2.1372855711588676
317,0.12797641067095233
318,10.842463354821975
319,5.4503183278483665
320,3.132622744805078
321,1.4032152564830214
322,1.8311201403712545
323,0.19254055338399495
324,0.7770088718082195
325,1.1926486299050012
326,1.3302233758680326
327,4.32618094080162
328,4.102111364133471
329,1.0101032061194273
330,1.740334000706441
331,1.2925815170307695
332,0.4238427120021602
333,0.2861387630772355
334,5.177910246813431
335,0.4879851441234182
336,0.3398397568363619
337,0.4649234329445597
338,0.41741762879433025
339,0.4018158657345508
340,8.023170334952507
341,1.103637141932586
342,0.9353264048968528
343,0.5731715598617325
344,4.580763317427397
345,7.703365879612372
346,1.0075812929584766
347,0.5217147706597366
348,0.6343039637719252
349,2.763883009491722
350,1.889620901518229
351,5.539863435065093
352,1.0763478992480313
353,0.3582012327955119
354,1.2497461026209216
355,6.762030815722027
356,4.849550981898654
357,0.8688783421862063
358,0.49866152069270353
359,0.7386784341280834
360,6.792321361457152
361,1.4213741323232334
362,0.7105128414157544
363,0.4547190953100233
364,0.6148634736246947
365,2.272864664158052
366,1.0788447170859297
367,3.229487829896002
368,3.860147238871405
369,7.876410617775219
370,5.969714957846886
371,0.3561293158919251
372,1.2714141316437646
373,2.622657986119067
374,0.20190282310957158
375,0.8574209855456494
376,0.3088870753366621
377,1.1452695330925855
378,4.0460172678676445
379,4.080872355809137
380,1.7949804230322837
381,0.5989825167575278
382,0.3197294174819181
383,1.091219800640968
384,2.0296586691266385
385,5.609575662920018
386,5.353096771252745
387,7.155527251639045
388,2.032681567405466
389,1.0111300640154357
390,2.351764865656429
391,0.360113881699426
392,0.28557020227196217
393,3.469305340875876
394,10.865545717431784
395,1.923903894392546
396,0.10142024290321042
397,6.289053609333671
398,0.6247720401289227
399,3.3303301621302874
400,0.6113048170575435
401,0.5866562184896413
402,0.14557708432183517
403,1.6533625419770681
404,0.7114574291768905
405,4.390468086350601
406,2.4000914237124857
407,0.10684225035626632
408,1.1452159195720317
409,5.766058962366872
410,0.19370777180569596
411,0.2637652559557661
412,0.20318430545947289
413,0.14320960996516172
414,2.060984943983592
415,5.256395624278265
416,0.21517268343127058
417,5.208655542814112
418,0.20026922992367796
419,7.827010123453651
420,0.6779372736241541
421,3.0186458273504755
422,4.8177750253336376
423,0.13786893006206555
424,2.7809766224050994
425,6.819966459263245
426,0.5728530806290578
427,0.7991075517843456
428,2.3337583559487274
429,5.598464026063126
430,2.3752555525959185
431,0.8611719982126032
432,1.8560263589041615
433,0.38646984715255384
434,1.1684130071527272
435,0.07658137782644026
436,2.1732247907067093
437,0.3826062622560091
438,0.19075907549956364
439,0.8612152676371145
440,3.6479181528786224
441,0.8008482122120459
442,4.676111953568183
443,3.3396257268043508
444,0.9858386757835992
445,0.23398201315408446
446,0.4198114779097064
447,0.4160172124018504
448,2.0706511988812633
449,0.31565609594378763
450,0.1332697335985149
451,6.303759898825551
452,2.371996477942014
453,0.42208120181498804
454,2.5559550475108246
455,0.8890023366294949
456,0.869425739996053
457,3.345640158124156
458,0.21051109182444167
459,0.4339455491630833
460,1.5053547549152442
461,1.5686649461659
462,0.6854772888779928
463,2.8216108710740606
464,1.2852348468852743
465,6.173838882630334
466,0.44584802165414933
467,1.5000474295083084
468,1.7106730671704016
469,0.17201292250219075
470,1.8595983606754678
471,2.324609063180761
472,1.2658056313387906
473,1.8160396215678474
474,20.742727701981423
475,0.5906679807398143
476,3.667270765052862
477,0.32016382105642627
478,6.830631630390041
479,0.7726680776598112
480,9.721077633078606
481,0.7861725952875747
482,1.657408686119983
483,1.208505823482832
484,1.0316587208888404
485,0.6130698820004923
486,1.7336399632545982
487,8.23389520868803
488,3.882621574017387
489,6.197850183399151
490,0.28423433317784924
491,10.077725771381237
492,1.1054473032650367
493,1.5911875932593391
494,1.0368457735136698
495,3.4436434067497204
496,0.9737164262058167
497,1.020325962684262
498,1.5154338967906913
499,9.389896264326552
500,0.6074426409905853
501,1.1464159709041333
502,1.278484092389108
503,5.935743855077267
504,5.99938681237512
505,4.879438463057952
506,0.07872747353126208
507,0.24968652243863518
508,1.7309168861982893
509,4.74415070521759
510,5.8984402941402765
511,4.234943199041796
512,1.561045408275431
513,0.677680979034917
514,11.30650983164817
515,1.8156004949327067
516,0.26339284582859473
517,6.629968778886787
518,1.3017695594390817
519,6.256944039362056
520,0.08858639547509575
521,3.120042973779719
522,0.7994083643977407
523,4.057298479432946
524,0.3874862451984907
525,3.4954476396806498
526,0.996404056986212
527,0.7491978938782761
528,3.803221830142829
529,3.201839201481352
530,1.0588000785465974
531,0.3580003352688295
532,2.981074186435448
533,0.6428842977199257
534,1.1250178089837612
535,10.960188049188737
536,1.1480093429454485
537,3.4169337475315893
538,0.39415377748623787
539,0.5127956746675868
540,3.8378238723142353
541,1.1044131570672073
542,3.0016492601164164
543,7.544243193752269
544,0.42828274121030935
545,0.8018590272467672
546,2.4833331365557574
547,4.590997970683253
548,2.7495885317962423
549,1.5547719322502436
550,0.37160853465053206
551,0.0867753881507411
552,0.6228391495759866
553,0.12024053183271571
554,0.5947350132070457
555,3.369236662237772
556,0.20332593924800194
557,0.6678107761861951
558,1.1817818629310588
559,0.6048250885401276
560,0.5059587337830411
561,7.144421443102638
562,2.01306768440734
563,4.845856967415411
564,0.42776125285161026
565,0.6695643396922344
566,0.5782900274033864
567,1.3192973914253865
568,0.14971245016623533
569,0.3612254708201099
570,3.7403383610421037
571,1.8888242605950425
572,0.48483371882733756
573,2.8802834090210854
574,0.4853804150797362
575,1.7046346228342018
576,2.16501896138109
577,1.2704213897058105
578,0.6035874299688615
579,0.9982473452525826
580,2.286701840612787
581,1.3149191137446348
582,2.016261290294969
583,8.146348252991464
584,4.629670432388982
585,1.267715140470499
586,1.2397937872611609
587,9.941620187488438
588,3.270051326103872
589,2.7440280843155946
590,4.817292131613526
591,1.6667997122876501
592,0.2563421206340222
593,4.266663472090894
594,0.18388717797583856
595,1.594960838708662
596,1.4771461675936586
597,0.19928449608082233
598,1.4556415953421626
599,0.07913277937719893
600,3.5454157445122454
601,1.6958644185640008
602,1.1713389671509056
603,1.5632828197311956
604,0.696342949345278
605,0.1365149474600175
606,5.52964611371384
607,2.2739150579159113
608,0.5899826888003591
609,13.181481816364727
610,0.676975859906938
611,0.750891915432421
612,0.5313198332861442
613,0.33302791563058487
614,0.9108455770511596
615,0.19006148228657557
616,0.9708729160858686
617,0.2655805116857523
618,1.6205613178834102
619,0.45616498611369855
620,0.17673782588048137
621,2.5726672775532857
622,2.000215108455725
623,1.8003396635986546
624,1.0182097143765065
625,10.99849726564574
626,0.20365186521972875
627,3.993097586413134
628,3.242318534595077
629,2.0477085334619614
630,0.6372519746085037
631,1.886206244392811
632,1.2023753698717041
633,8.509285339091305
634,3.105925840257186
635,0.1170931431793708
636,11.238608269076972
637,0.41616542335208856
638,7.994377823805301
639,3.7418838381423254
640,0.44618022519037953
641,2.210429110084952
642,0.3263601413841584
643,0.32274100327266114
644,3.4124883075082337
645,0.07893178099520304
646,0.44553329285665133
647,0.7913112687965649
648,0.5782125647059266
649,4.730638432561776
650,0.5224185959500462
651,1.186081701632755
652,4.050302724843711
653,0.750601263789241
654,2.438774984439204
655,1.712517547586487
656,1.1700765450959698
657,1.1518505145386642
658,4.469428519504909
659,2.582411465307692
660,1.5118937025234995
661,0.22760788644213337
662,3.066540704895866
663,5.290375510238356
664,9.015339393767198
665,1.228368027669633
666,0.43079258031171985
667,1.2288207253392174
668,7.775622514382765
669,0.14819549120997527
670,0.6123976789134848
671,0.7034089410084343
672,8.682223287987037
673,0.5320329433154529
674,6.321908698150736
675,0.42755466973788175
676,0.08681970684936363
677,0.2364870526817881
678,1.7639556589408167
679,9.886561881781423
680,1.3889177495298597
681,7.561515331952114
682,2.720023719611062
683,0.3372125976325915
684,6.127635991289208
685,1.111294211009748
686,3.2602779216120497
687,5.9292989551457
688,1.5190550730245767
689,2.061074783360975
690,5.060439560186787
691,0.5929633357395463
692,0.9250912004021064
693,0.3462055338194879
694,0.8363086506410915
695,0.6693525269574563
696,0.46798556539532093
697,0.4864002330854041
698,2.344043742685577
699,0.2573304601337895
700,3.3307789756096353
701,1.2836889581378914
702,2.038309305361048
703,6.037612493654116
704,0.2168849211074179
705,1.4256010345949526
706,0.21623014825077494
707,14.428270235180515
708,0.3950487821130862
709,0.24932019093999158
710,0.3547283512962693
711,1.808206236401172
712,2.7293882593740086
713,5.764107999211654
714,0.5095563658891293
715,0.11008355867549141
716,1.0614733603677295
717,3.831902914480803
718,0.23446418763001595
719,1.041184028321262
720,0.2285807603710614
721,0.28731870005892657
722,0.3957266077290517
723,0.08579789260197934
724,0.9595329118294527
725,1.2917166035690035
726,0.09510251086356356
727,0.6292654398344886
728,2.2051559615069376
729,1.417164935251278
730,0.6002910870344715
731,2.987042593540932
732,0.22327487538809063
733,0.9717967672693253
734,1.6571802906759927
735,0.2444927999275906
736,0.7542563538478746
737,0.7484151056234571
738,2.546042975301804
739,1.4555175935298146
740,9.107707041212393
741,6.6022875719518215
742,0.4202605795572662
743,0.5996880489327152
744,1.1242069851131098
745,0.47056017751421964
746,6.027787845654091
747,1.8624736529927526
748,0.35800547710205044
749,1.7254226686235072
750,0.9430238616439517
751,7.863616978756859
752,0.3819702604005701
753,1.5370321202511086
